name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
8159 sideroad 30 ,2019-01-15,-2.8,-5.9,-4.1,-7.9,-12.3,-9.4,-4.9,93.8,0.624,100,4.17,snow,0.3,2.1,48.3,33.6,232.8,1018.8,99.8,7.3,22.9,1.9,1,,2019-01-15T07:51:56,2019-01-15T17:09:39,0.32,"Snow, Overcast",Cloudy skies throughout the day with afternoon snow.,snow,"71352099999,CZEL,71368099999,D8043,CWLS,71631099999,AV116,71833099999"
8159 sideroad 30 ,2019-01-16,-2,-16,-7.4,-8.2,-18.5,-13.7,-9.9,82.5,0.8,100,12.5,snow,0.2,2.4,51.8,35,289.2,1019.4,63.2,11.7,80.3,6.9,5,,2019-01-16T07:51:25,2019-01-16T17:10:53,0.35,"Snow, Partially cloudy",Partly cloudy throughout the day with snow clearing later.,snow,"71352099999,CZEL,71368099999,D8043,CWLS,71631099999,AV116,71833099999"
8159 sideroad 30 ,2019-01-17,-6.8,-17.7,-11.4,-10.7,-21.2,-14.7,-14.3,80,0.688,100,12.5,snow,0.9,2.5,31,18.9,116.9,1024.3,68.4,14,45.1,3.9,2,,2019-01-17T07:50:51,2019-01-17T17:12:07,0.38,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.,snow,"71352099999,CZEL,71368099999,71624099999,CWLS,71631099999,AV116,71833099999"
8159 sideroad 30 ,2019-01-18,-2.8,-8.9,-5.4,-5.6,-14.6,-9.5,-7.6,85,1.027,100,20.83,snow,1.4,3.9,40.7,26.7,301.6,1018.6,96,12,34.9,2.9,2,,2019-01-18T07:50:15,2019-01-18T17:13:23,0.42,"Snow, Overcast",Cloudy skies throughout the day with snow clearing later.,snow,"71352099999,CZEL,71368099999,D0200,CWLS,71631099999,AV116,71833099999"
8159 sideroad 30 ,2019-01-19,-9.1,-16.8,-14,-12.3,-26.7,-22,-16.8,79.2,2.605,100,33.33,snow,1.3,5.2,33.3,23.3,49.9,1021.7,100,7.4,14,1.2,1,,2019-01-19T07:49:37,2019-01-19T17:14:39,0.45,"Snow, Overcast",Cloudy skies throughout the day with a chance of snow throughout the day.,snow,"71352099999,CZEL,71368099999,D0200,CWLS,71631099999,AV116,71833099999"
8159 sideroad 30 ,2019-01-20,-15.1,-20.4,-17.3,-23.9,-31.3,-28,-21,73.2,0.442,100,16.67,snow,0.9,6.3,53.9,35,345.9,1015.7,40,14,55.5,4.6,3,,2019-01-20T07:48:56,2019-01-20T17:15:56,0.48,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.,snow,"71352099999,CZEL,71368099999,D0200,CWLS,71631099999,AV116,71833099999"
8159 sideroad 30 ,2019-01-21,-13.7,-22,-18.4,-17.2,-32.8,-27.2,-22.1,73.3,2.07,100,12.5,snow,0.4,7,42.8,24.9,314.4,1030.8,1.3,14.3,105,9.2,5,,2019-01-21T07:48:14,2019-01-21T17:17:14,0.5,Snow,Clear conditions throughout the day with a chance of snow throughout the day.,snow,"71352099999,CZEL,71368099999,CWLS,71631099999,AV116,71833099999"
8159 sideroad 30 ,2019-01-22,-3.2,-22.2,-13.3,-9.7,-27,-17.9,-16.1,79.7,0.981,100,16.67,snow,0.8,7.6,37.1,22.7,143.5,1031.2,71.7,11.8,47.7,4,2,,2019-01-22T07:47:29,2019-01-22T17:18:32,0.55,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.,snow,"71352099999,CZEL,71368099999,71624099999,CWLS,71631099999,AV116,71833099999"
8159 sideroad 30 ,2019-01-23,4.2,-3,1.1,-0.3,-9.1,-3.7,0.5,96.1,8.838,100,79.17,"rain,snow",4.6,8,49.7,27.7,212.6,1008.7,100,6.1,10.6,0.9,1,,2019-01-23T07:46:42,2019-01-23T17:19:51,0.58,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"71352099999,CZEL,71368099999,D0200,CWLS,71631099999,AV116,71833099999"
8159 sideroad 30 ,2019-01-24,-0.2,-5.2,-3,-5.4,-11.5,-9.3,-5.2,85.3,1.144,100,33.33,"rain,snow",2.1,7,43.7,29.4,284.3,1004,91.1,13.4,31.5,2.7,2,,2019-01-24T07:45:53,2019-01-24T17:21:11,0.62,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"71352099999,CZEL,71368099999,D0200,D8043,CWLS,71631099999,AV116,71833099999"
8159 sideroad 30 ,2019-01-25,-5.1,-13.2,-9.4,-12.3,-22.7,-18.6,-11.9,82,1.706,100,50,snow,2.9,9.8,57.2,39,253,1012.7,71.9,9,70.3,6.1,3,,2019-01-25T07:45:01,2019-01-25T17:22:31,0.65,"Snow, Partially cloudy",Partly cloudy throughout the day with a chance of snow throughout the day.,snow,"71352099999,CZEL,71368099999,CWLS,71631099999,AV116,71833099999"
8159 sideroad 30 ,2019-01-26,-12.4,-17.8,-14.5,-14.7,-24.9,-21,-17.8,76.9,0.75,100,8.33,snow,3.8,12.8,32.8,21.1,241,1019.6,37.5,14.5,110,9.4,5,,2019-01-26T07:44:08,2019-01-26T17:23:51,0.69,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.,snow,"71352099999,CZEL,71368099999,CWLS,71631099999,AV116,71833099999"
8159 sideroad 30 ,2019-01-27,-9.5,-17.6,-12.6,-10.7,-23.4,-19.7,-14.9,82.6,4.375,100,50,snow,2.5,15.7,51.2,36.4,270.6,1013.2,76.7,8.6,96.4,8.3,5,,2019-01-27T07:43:13,2019-01-27T17:25:12,0.75,"Snow, Partially cloudy",Partly cloudy throughout the day with a chance of snow throughout the day.,snow,"71352099999,CZEL,71368099999,CWLS,71631099999,AV116,71833099999"
8159 sideroad 30 ,2019-01-28,-8.4,-21.2,-15.4,-16.6,-32.2,-23.1,-17.5,84.1,4.743,100,45.83,snow,4.4,15.4,55.2,37.5,94.5,1014.5,69.5,9.5,35.6,3,2,,2019-01-28T07:42:16,2019-01-28T17:26:33,0.76,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.,snow,"71352099999,CZEL,71368099999,71624099999,D0200,CWLS,CXHM,71631099999,AV116,71263099999,71833099999"
8159 sideroad 30 ,2019-01-29,-3.7,-16.8,-10.1,-10.1,-27.9,-19.1,-13,79.7,3.502,100,45.83,snow,3.1,20.5,61.3,38.2,233.9,1005.8,74.8,9.6,86.7,7.4,5,,2019-01-29T07:41:16,2019-01-29T17:27:55,0.79,"Snow, Partially cloudy",Partly cloudy throughout the day with a chance of snow throughout the day.,snow,"71352099999,CZEL,71368099999,D8043,CWLS,71631099999,AV116,71833099999"
8159 sideroad 30 ,2019-01-30,-17.1,-23.8,-20.4,-28.3,-37.5,-32.4,-24.2,71.7,2.194,100,33.33,snow,0.3,21.3,53.6,37.7,236.9,1012.6,41.8,11.5,94.2,8.2,5,,2019-01-30T07:40:15,2019-01-30T17:29:17,0.82,"Snow, Partially cloudy",Partly cloudy throughout the day with a chance of snow throughout the day.,snow,"71352099999,CZEL,71368099999,CWLS,71631099999,AV116,71833099999"
8159 sideroad 30 ,2019-01-31,-16.6,-24.3,-21,-28.3,-38.2,-32.3,-24.4,74.2,1.012,100,29.17,snow,0,20.3,49.3,32.6,240,1024,16.8,13.3,114.2,9.8,5,,2019-01-31T07:39:12,2019-01-31T17:30:39,0.86,Snow,Clear conditions throughout the day with a chance of snow throughout the day.,snow,"71352099999,CZEL,71368099999,CWLS,71631099999,AV116,71833099999"
8159 sideroad 30 ,2019-02-01,-13.2,-22.3,-18.7,-18.3,-30.9,-24,-22.2,74.6,0,0,0,,0,19.7,28.1,15.7,270.9,1028.7,23.1,14.7,121.3,10.4,5,,2019-02-01T07:38:07,2019-02-01T17:32:01,0.89,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"71352099999,CZEL,71368099999,CWLS,71631099999,AV116,71833099999"
8159 sideroad 30 ,2019-02-02,-0.9,-18.2,-7.3,-0.9,-23.8,-12.4,-8.9,88,3.17,100,20.83,"rain,snow",0,16.8,56.5,25.4,241.7,1019.5,97.1,10.2,26.4,2.3,1,,2019-02-02T07:37:01,2019-02-02T17:33:23,0.93,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"71352099999,CZEL,71368099999,D0200,CWLS,71631099999,AV116,71833099999"
8159 sideroad 30 ,2019-02-03,4.6,-0.6,2.4,2.5,-3.4,-0.9,1.6,94.4,1.402,100,25,"rain,snow",0.2,9.2,47.2,19.6,217.3,1013.3,99.4,8.3,50.5,4.3,3,,2019-02-03T07:35:53,2019-02-03T17:34:45,0.96,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"71352099999,CZEL,71368099999,CWLS,71631099999,AV116,71833099999"
8159 sideroad 30 ,2019-02-04,8.7,3.4,6,6.2,1.2,3.9,4.7,91.9,4.799,100,45.83,rain,0,5.5,41.5,27.8,203.3,1010.3,98.5,9.5,71.8,6.1,4,,2019-02-04T07:34:42,2019-02-04T17:36:08,0,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"71352099999,CZEL,71368099999,D8043,CWLS,71631099999,AV116,71833099999"
8159 sideroad 30 ,2019-02-05,7.3,-5.8,-1.2,3.9,-9.8,-5.4,-2.9,88.7,1.503,100,20.83,"rain,snow",0,1.6,46.4,26.3,305.9,1017.2,82.6,12.7,50.8,4.4,2,,2019-02-05T07:33:31,2019-02-05T17:37:30,0.03,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow clearing later.,rain,"71352099999,CZEL,71368099999,CWLS,71631099999,AV116,71833099999"
8159 sideroad 30 ,2019-02-06,-1.6,-6.7,-3.5,-1.8,-13.9,-7.8,-4.4,93.4,7.989,100,41.67,"rain,snow",0.5,1.4,41.5,26.6,94.6,1017,100,8.8,17.8,1.6,1,,2019-02-06T07:32:17,2019-02-06T17:38:53,0.06,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"71352099999,71297099999,CZEL,71368099999,D0200,71624099999,CWLS,71631099999,AV116,71833099999"
8159 sideroad 30 ,2019-02-07,2.3,-3.3,-1.6,-1,-6.5,-4.5,-2,97.1,1.777,100,25,"rain,snow",0.3,1.8,40.7,18.5,110.1,1012.2,100,2.1,22.9,1.8,1,,2019-02-07T07:31:02,2019-02-07T17:40:15,0.1,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"71352099999,CZEL,71368099999,71624099999,CWLS,71631099999,AV116,71833099999"
8159 sideroad 30 ,2019-02-08,5,-11.3,-5.9,1.2,-21.9,-15.1,-8.6,81.8,7.234,100,45.83,"rain,snow",1.7,1.4,67.8,46.3,265.7,1016.3,96.1,12,89.9,7.7,4,,2019-02-08T07:29:46,2019-02-08T17:41:38,0.13,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"71352099999,CZEL,71368099999,CWLS,71631099999,AV116,71833099999"
8159 sideroad 30 ,2019-02-09,-7,-12.3,-9.6,-12.3,-22.4,-17.3,-12.6,79.1,1.581,100,25,snow,1,3.2,47.4,34.4,273.7,1039.9,79.9,13.8,88.8,7.6,5,,2019-02-09T07:28:28,2019-02-09T17:43:00,0.16,"Snow, Partially cloudy",Partly cloudy throughout the day with a chance of snow throughout the day.,snow,"71352099999,CZEL,71368099999,CWLS,71631099999,AV116,71833099999"
8159 sideroad 30 ,2019-02-10,-6,-12.9,-8.8,-6,-15,-10.8,-11.4,81.5,0.06,100,16.67,snow,1.1,3.5,22.3,13.8,98.5,1034.8,80.3,14.1,90.1,7.6,6,,2019-02-10T07:27:08,2019-02-10T17:44:22,0.2,"Snow, Partially cloudy",Partly cloudy throughout the day with late afternoon snow.,snow,"71352099999,CZEL,71368099999,CWLS,71631099999,AV116,71833099999"
8159 sideroad 30 ,2019-02-11,-5.6,-7.6,-6.6,-11.7,-16,-13.3,-9,83.4,0.623,100,20.83,snow,2,5.2,40.2,27.6,74.2,1026.9,98.7,12.8,53.2,4.7,2,,2019-02-11T07:25:47,2019-02-11T17:45:44,0.23,"Snow, Overcast",Cloudy skies throughout the day with a chance of snow throughout the day.,snow,"71352099999,CZEL,71368099999,CWLS,71631099999,AV116,71833099999"
8159 sideroad 30 ,2019-02-12,0,-9.1,-5.1,0,-18.7,-11.6,-6.9,87,8.108,100,54.17,"rain,snow",5.3,6.4,59.8,41.2,90.9,1010.5,100,7.8,20.6,1.7,1,,2019-02-12T07:24:25,2019-02-12T17:47:06,0.25,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"71352099999,CZEL,71368099999,71624099999,D0200,CWLS,71631099999,AV116,71833099999"
8159 sideroad 30 ,2019-02-13,0.1,-6.6,-4.9,-1.8,-11.4,-8.6,-6.5,88.7,2.805,100,79.17,"rain,snow",4.6,11.4,55.4,11.1,258.4,1001.2,97.7,6.3,24.1,2.3,1,,2019-02-13T07:23:01,2019-02-13T17:48:28,0.3,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"71352099999,CZEL,71368099999,D0200,CWLS,71631099999,AV116,71833099999"
8159 sideroad 30 ,2019-02-14,-0.5,-6.5,-3.7,-4,-10.4,-7.5,-5.6,86.9,1.995,100,25,"rain,snow",2.6,9.2,36.4,18.9,152.2,1010.3,88.2,14.1,71.3,6.2,4,,2019-02-14T07:21:36,2019-02-14T17:49:49,0.33,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,snow,"71352099999,CZEL,71368099999,CWLS,71631099999,AV116,71833099999"
8159 sideroad 30 ,2019-02-15,2.1,-6.3,-2.2,-2.4,-14.8,-8.9,-4.4,84.7,1.412,100,37.5,"rain,snow",1.6,11.7,60.5,41.1,257.6,1001.4,92.5,13.3,58.7,5.1,3,,2019-02-15T07:20:10,2019-02-15T17:51:11,0.37,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"71352099999,CZEL,71368099999,CWLS,71631099999,AV116,71833099999"
8159 sideroad 30 ,2019-02-16,-4.3,-9.9,-7.3,-11.1,-15.2,-13.2,-10.2,79.8,1.961,100,20.83,snow,0,9.7,37.7,23.2,316.2,1017.1,54.5,14.7,133.1,11.6,6,,2019-02-16T07:18:42,2019-02-16T17:52:32,0.4,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.,snow,"71352099999,CZEL,71368099999,CWLS,71631099999,AV116,71833099999"
8159 sideroad 30 ,2019-02-17,-7.1,-11.9,-9.3,-11.1,-18.9,-15.7,-12,81,0.585,100,4.17,snow,2.1,8.9,35,25.3,74.5,1018,86.5,14.1,84.9,7.3,3,,2019-02-17T07:17:14,2019-02-17T17:53:52,0.43,"Snow, Partially cloudy",Partly cloudy throughout the day with early morning snow.,snow,"71352099999,CZEL,71368099999,CWLS,71631099999,AV116,71833099999"
8159 sideroad 30 ,2019-02-18,-7.6,-16.7,-10.5,-14.1,-21.7,-17.2,-14.1,76,1.476,100,33.33,snow,4.8,13.3,33.8,19.5,350.7,1021,51.7,10.6,124.5,10.9,6,,2019-02-18T07:15:44,2019-02-18T17:55:13,0.47,"Snow, Partially cloudy",Partly cloudy throughout the day with a chance of snow throughout the day.,snow,"71352099999,CZEL,71368099999,CWLS,71631099999,AV116,71833099999"
8159 sideroad 30 ,2019-02-19,-7.3,-18.6,-12.9,-10.9,-22.6,-15.4,-15.2,82.9,1.17,100,8.33,snow,0,13.6,31.3,20.9,268.9,1036.5,39.3,14.3,132.9,11.6,6,,2019-02-19T07:14:13,2019-02-19T17:56:33,0.5,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.,snow,"71352099999,CZEL,71368099999,D8043,CWLS,71631099999,AV116,71833099999"
8159 sideroad 30 ,2019-02-20,-0.8,-15.2,-6.8,-3.5,-20.3,-12,-8.7,86.6,0.017,100,4.17,"rain,snow",0.3,13.3,40.9,29.7,100.1,1023,96.2,12.2,62.3,5.3,3,,2019-02-20T07:12:41,2019-02-20T17:57:53,0.53,"Snow, Rain, Overcast",Cloudy skies throughout the day with late afternoon rain or snow.,snow,"71352099999,CZEL,71368099999,71624099999,CWLS,71631099999,AV116,71833099999"
8159 sideroad 30 ,2019-02-21,1.5,-4.4,-0.4,-2.1,-8.4,-5.9,-3.7,78.9,3.983,100,33.33,"rain,snow",0.3,12.9,52,34.9,268,1015.4,75.3,13.6,81,6.9,5,,2019-02-21T07:11:07,2019-02-21T17:59:13,0.57,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,snow,"71352099999,CZEL,71368099999,CWLS,71631099999,AV116,71833099999"
8159 sideroad 30 ,2019-02-22,-0.5,-6.7,-3.4,-2.6,-8.7,-5.6,-6.2,81.6,0.28,100,4.17,snow,0,12.8,25.6,13,303.4,1030.1,42.8,13.9,91.9,8.1,4,,2019-02-22T07:09:33,2019-02-22T18:00:33,0.6,"Snow, Partially cloudy",Partly cloudy throughout the day with morning snow.,snow,"71352099999,CZEL,71368099999,CWLS,71631099999,AV116,71833099999"
8159 sideroad 30 ,2019-02-23,1.4,-7.3,-2.7,-4.2,-12.1,-8.1,-5,84.6,1.56,100,12.5,"rain,snow",0,11.9,42.1,29.9,93.4,1023.9,34,13.5,124.8,10.8,6,,2019-02-23T07:07:58,2019-02-23T18:01:52,0.63,"Snow, Rain, Partially cloudy",Becoming cloudy in the afternoon with rain or snow.,rain,"71352099999,CZEL,71368099999,D8043,CWLS,71631099999,AV116,71833099999"
8159 sideroad 30 ,2019-02-24,4.6,-4.9,0.6,0.6,-14.7,-6,-0.6,91.5,7.961,100,66.67,"rain,snow",2.4,11.2,85.3,58.5,229,993.7,97.8,8.2,34.4,3.1,2,,2019-02-24T07:06:22,2019-02-24T18:03:11,0.67,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"71352099999,CZEL,71368099999,71624099999,CWLS,71631099999,AV116,71833099999"
8159 sideroad 30 ,2019-02-25,-5.1,-9.4,-7.9,-14.8,-18.7,-17.5,-9.9,85.1,3.64,100,45.83,snow,2.6,14.2,76.2,50.5,276.4,1015.1,93.1,7.9,131.3,11.3,6,,2019-02-25T07:04:45,2019-02-25T18:04:29,0.7,"Snow, Overcast",Cloudy skies throughout the day with a chance of snow throughout the day.,snow,"71352099999,CZEL,71368099999,71624099999,D8043,CWLS,71631099999,AV116,71833099999"
8159 sideroad 30 ,2019-02-26,-8.8,-12.7,-10.8,-15.7,-18.1,-17,-14.8,72.8,0.162,100,12.5,snow,0.2,13.6,40.3,23.5,310.9,1031.8,86.2,14.6,152.5,13.1,6,,2019-02-26T07:03:07,2019-02-26T18:05:48,0.75,"Snow, Partially cloudy",Partly cloudy throughout the day with afternoon snow.,snow,"71352099999,CZEL,71368099999,D0200,71624099999,CWLS,CXHM,71631099999,AV116,71833099999"
8159 sideroad 30 ,2019-02-27,-9.8,-14.2,-11.8,-16,-21.5,-18.5,-14.5,80.6,1.266,100,45.83,snow,4.7,15.2,37.1,21.5,74.2,1024,99.7,7.3,21.8,1.9,1,,2019-02-27T07:01:28,2019-02-27T18:07:06,0.77,"Snow, Overcast",Cloudy skies throughout the day with snow.,snow,"71352099999,CZEL,71368099999,D0200,CWLS,71631099999,AV116,71833099999"
8159 sideroad 30 ,2019-02-28,-7,-23.9,-14,-7,-27.9,-16.4,-17.7,74.9,1.764,100,12.5,snow,2.8,20,17.3,11,166.7,1024.6,27.9,14.7,193.1,16.8,8,,2019-02-28T06:59:49,2019-02-28T18:08:24,0.8,"Snow, Partially cloudy",Partly cloudy throughout the day with snow in the morning and afternoon.,snow,"71352099999,CZEL,71368099999,D0200,CWLS,71631099999,AV116,71833099999"
8159 sideroad 30 ,2019-03-01,-1.9,-17.9,-8.8,-1.9,-20,-10.2,-13.1,73.5,0.781,100,4.17,snow,0,18.5,13.3,8.6,55.1,1023.9,20,14.3,171.8,14.9,7,,2019-03-01T06:58:09,2019-03-01T18:09:41,0.83,Snow,Partly cloudy throughout the day with morning snow.,snow,"71352099999,CZEL,71368099999,CWLS,71631099999,AV116,71833099999"
8159 sideroad 30 ,2019-03-02,-1.5,-6,-4.4,-1.5,-11.3,-8.4,-7,82.5,0.79,100,20.83,"rain,snow",0.7,14.2,38.5,21.4,326.7,1020,90.5,12,56.8,4.8,3,,2019-03-02T06:56:28,2019-03-02T18:10:58,0.87,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"71352099999,CZEL,71368099999,CWLS,71631099999,AV116,71833099999"
8159 sideroad 30 ,2019-03-03,-4.4,-9.9,-6.4,-5.8,-13.3,-10.4,-9.5,79.2,0.009,100,4.17,snow,0.5,12.7,28.4,15.5,275.5,1018.9,71.6,13,144.5,12.5,8,,2019-03-03T06:54:46,2019-03-03T18:12:15,0.9,"Snow, Partially cloudy",Partly cloudy throughout the day with early morning snow.,snow,"71352099999,CZEL,71368099999,D0200,CWLS,71631099999,AV116,71833099999"
