Crop,Year,Yield,levels
Flaxseed,2051,111.00948457231961,National
Flaxseed,2052,113.26303747140948,National
Flaxseed,2053,115.47077822613608,National
Flaxseed,2054,116.93759176175043,National
Flaxseed,2055,120.98189213867172,National
Flaxseed,2056,123.41809662830549,National
Flaxseed,2057,124.61405208299112,National
Flaxseed,2058,125.74232301732344,National
Flaxseed,2059,128.57738264613292,National
Flaxseed,2060,130.46192030752172,National
Flaxseed,2061,133.31425197379954,National
Flaxseed,2062,135.08813337482758,National
Flaxseed,2063,137.2622180583553,National
Flaxseed,2064,139.39327581519765,National
Flaxseed,2065,141.69979251418488,National
Flaxseed,2066,142.29293571224008,National
Flaxseed,2067,143.27243842835983,National
Flaxseed,2068,145.1829663923399,National
Flaxseed,2069,147.3000301697582,National
Flaxseed,2070,149.65471533561697,National
Flaxseed,2071,151.61891098046587,National
Flaxseed,2072,153.34399344017157,National
Flaxseed,2073,153.92511146668556,National
Flaxseed,2074,155.5877793069148,National
Flaxseed,2075,158.00595031030576,National
Flaxseed,2076,159.1236369646358,National
Flaxseed,2077,159.74513328095173,National
Flaxseed,2078,160.8885091363325,National
Flaxseed,2079,161.71619956681275,National
Flaxseed,2080,163.58770346729796,National
Flaxseed,2081,164.88784148196584,National
Flaxseed,2082,168.93306737943794,National
Flaxseed,2083,169.50591951156787,National
Flaxseed,2084,171.92572760497444,National
Flaxseed,2085,174.0885244615086,National
Flaxseed,2086,176.97054695641853,National
Flaxseed,2087,180.19435776732143,National
Flaxseed,2088,180.61688851957393,National
Flaxseed,2089,182.28644567165395,National
Flaxseed,2090,183.59585109625883,National
Flaxseed,2091,185.85049937675862,National
Flaxseed,2092,186.92045947162856,National
Flaxseed,2093,188.53860641169854,National
Flaxseed,2094,189.89816303986714,National
Flaxseed,2095,192.3250594347144,National
Flaxseed,2096,195.32942662977158,National
Flaxseed,2097,196.30908439226477,National
Flaxseed,2098,197.919298441037,National
Flaxseed,2099,199.376211766331,National
Flaxseed,2100,201.23722662495587,National
Flaxseed,2101,202.590234044492,National
Wheat,2013,71.47495066984476,Property
Wheat,2014,76.04372342275262,Property
Wheat,2015,76.55060426434073,Property
Wheat,2016,78.37363023498159,Property
Wheat,2017,83.71636808657588,Property
Wheat,2018,82.96609531919569,Property
Wheat,2019,86.3129619141697,Property
Wheat,2020,89.83762509276343,Property
Wheat,2021,94.13843618069778,Property
Wheat,2022,95.39625228438939,Property
Wheat,2023,96.78386322654288,Property
Wheat,2024,97.29269476723866,Property
Wheat,2025,100.00528213344839,Property
Wheat,2026,101.57589519378485,Property
Wheat,2027,103.7455532726832,Property
Wheat,2028,105.44527790807427,Property
Wheat,2029,106.91720566013127,Property
Wheat,2030,108.84723363620424,Property
Wheat,2031,113.81185867798791,Property
Wheat,2032,116.15404458165193,Property
Wheat,2033,117.77147023132304,Property
Wheat,2034,120.17806020443868,Property
Wheat,2035,121.09091046766193,Property
Wheat,2036,124.70734328399388,Property
Wheat,2037,129.14102248858083,Property
Wheat,2038,132.3773947190558,Property
Wheat,2039,134.68292768826967,Property
Wheat,2040,135.01922339417973,Property
Wheat,2041,135.84436587209925,Property
Wheat,2042,135.08640863457322,Property
Wheat,2043,136.609991005506,Property
Wheat,2044,137.45622735829397,Property
Wheat,2045,141.31637214995672,Property
Wheat,2046,143.91954025400528,Property
Wheat,2047,145.9284420760755,Property
Wheat,2048,149.4357111947632,Property
Wheat,2049,151.61704969775235,Property
Wheat,2050,155.89735053877197,Property
Wheat,2051,158.15785472456804,Property
Wheat,2052,158.50789922866886,Property
Wheat,2053,162.35998126468184,Property
Wheat,2054,160.70808737451586,Property
Wheat,2055,163.1909422049356,Property
Wheat,2056,167.34112588199727,Property
Wheat,2057,167.43936376162006,Property
Wheat,2058,169.2134221309343,Property
Wheat,2059,171.49459159175174,Property
Wheat,2060,175.3667247687262,Property
Wheat,2061,175.58308184573042,Property
Wheat,2062,176.97508642519034,Property
Wheat,2063,179.76466164741458,Property
Wheat,2064,181.15000711334983,Property
Wheat,2065,185.0485437517896,Property
Wheat,2066,187.7876123360451,Property
Wheat,2067,190.3070110950393,Property
Wheat,2068,191.9696565248302,Property
Wheat,2069,193.9819109660634,Property
Wheat,2070,198.2350022897303,Property
Wheat,2071,200.83566587288738,Property
Wheat,2072,200.9244751455302,Property
Wheat,2073,202.9015312155933,Property
Wheat,2074,203.97796525202176,Property
Wheat,2075,205.05013326816123,Property
Wheat,2076,206.99666332868878,Property
Wheat,2077,208.1608512669261,Property
Wheat,2078,210.56777545851412,Property
Wheat,2079,213.13978536347167,Property
Wheat,2080,215.58794615594587,Property
Wheat,2081,217.44605612040033,Property
Wheat,2082,220.71130920509074,Property
Wheat,2083,221.0924668772334,Property
Wheat,2084,223.39425497535382,Property
Wheat,2085,224.84810683801112,Property
Wheat,2086,226.25498843980216,Property
Wheat,2087,229.04191429684147,Property
Wheat,2088,234.26424275998932,Property
Wheat,2089,234.2957151794427,Property
Wheat,2090,232.75593982639873,Property
Wheat,2091,236.27385994042118,Property
Wheat,2092,239.50401101921562,Property
Wheat,2093,243.29831657721633,Property
Wheat,2094,246.96878746094774,Property
Wheat,2095,248.31013758116558,Property
Wheat,2096,250.759805014353,Property
Wheat,2097,252.72957469811024,Property
Wheat,2098,252.48641435593538,Property
Wheat,2099,255.8574273187342,Property
Wheat,2100,260.0159605622999,Property
Wheat,2101,261.99952863053153,Property
Wheat,2013,46.406884612986254,Neighbourhood
Wheat,2014,42.92447793801825,Neighbourhood
Wheat,2015,45.27698079616757,Neighbourhood
Wheat,2016,46.78707324289338,Neighbourhood
Wheat,2017,51.842696569698276,Neighbourhood
Wheat,2018,51.33565450824117,Neighbourhood
Wheat,2019,54.01938640749404,Neighbourhood
Wheat,2020,55.62976548503387,Neighbourhood
Wheat,2021,57.943220264212954,Neighbourhood
Wheat,2022,59.87356137502455,Neighbourhood
Wheat,2023,61.982269172703305,Neighbourhood
Wheat,2024,65.50429222967223,Neighbourhood
Wheat,2025,65.9070342600615,Neighbourhood
Wheat,2026,68.10181817554343,Neighbourhood
Wheat,2027,66.13255135909444,Neighbourhood
Wheat,2028,67.68193287851354,Neighbourhood
Wheat,2029,72.23491291118361,Neighbourhood
Wheat,2030,71.74721990339593,Neighbourhood
Wheat,2031,72.62328431875227,Neighbourhood
Wheat,2032,70.45178465513641,Neighbourhood
Wheat,2033,69.90528896754867,Neighbourhood
Wheat,2034,69.95657855181541,Neighbourhood
Wheat,2035,71.81478432377489,Neighbourhood
Wheat,2036,72.30822163422968,Neighbourhood
Wheat,2037,73.86259221045557,Neighbourhood
Wheat,2038,74.52121407263031,Neighbourhood
Wheat,2039,76.85173594891641,Neighbourhood
Wheat,2040,79.12333734026768,Neighbourhood
Wheat,2041,81.68186500503717,Neighbourhood
Wheat,2042,82.7748686369262,Neighbourhood
Wheat,2043,85.60646714959493,Neighbourhood
Wheat,2044,90.29593810880158,Neighbourhood
Wheat,2045,93.07229426499924,Neighbourhood
Wheat,2046,95.62120348687978,Neighbourhood
Wheat,2047,97.87224371954423,Neighbourhood
Wheat,2048,100.91092492729203,Neighbourhood
Wheat,2049,103.45447674996221,Neighbourhood
Wheat,2050,105.18517993456668,Neighbourhood
Wheat,2051,109.0851391031517,Neighbourhood
Wheat,2052,113.97701232606562,Neighbourhood
Wheat,2053,115.53743488431051,Neighbourhood
Wheat,2054,117.54051400367828,Neighbourhood
Wheat,2055,121.42432126223035,Neighbourhood
Wheat,2056,121.57075414582714,Neighbourhood
Wheat,2057,123.39633854650482,Neighbourhood
Wheat,2058,125.0612115898586,Neighbourhood
Wheat,2059,125.96860709432421,Neighbourhood
Wheat,2060,129.39034162406708,Neighbourhood
Wheat,2061,132.115838129861,Neighbourhood
Wheat,2062,135.69518029062453,Neighbourhood
Wheat,2063,137.5751574648611,Neighbourhood
Wheat,2064,140.22702083748626,Neighbourhood
Wheat,2065,144.40855912732246,Neighbourhood
Wheat,2066,143.12920472991243,Neighbourhood
Wheat,2067,141.93146187216968,Neighbourhood
Wheat,2068,144.21004942997357,Neighbourhood
Wheat,2069,143.2204501093321,Neighbourhood
Wheat,2070,145.17791873733512,Neighbourhood
Wheat,2071,145.30316294532835,Neighbourhood
Wheat,2072,149.02221512718538,Neighbourhood
Wheat,2073,152.90870418936746,Neighbourhood
Wheat,2074,156.04446524023473,Neighbourhood
Wheat,2075,157.61319602662138,Neighbourhood
Wheat,2076,159.4862393926967,Neighbourhood
Wheat,2077,160.83571305213135,Neighbourhood
Wheat,2078,163.61593420687575,Neighbourhood
Wheat,2079,168.42858851622498,Neighbourhood
Wheat,2080,171.0736918046165,Neighbourhood
Wheat,2081,174.74317811653364,Neighbourhood
Wheat,2082,175.17248948808526,Neighbourhood
Wheat,2083,176.81197742779636,Neighbourhood
Wheat,2084,178.81876640839954,Neighbourhood
Wheat,2085,179.78695480146277,Neighbourhood
Wheat,2086,180.84992369558415,Neighbourhood
Wheat,2087,181.86297320742818,Neighbourhood
Wheat,2088,181.71024611663768,Neighbourhood
Wheat,2089,184.7687372534007,Neighbourhood
Wheat,2090,187.4878464701136,Neighbourhood
Wheat,2091,193.66196875930828,Neighbourhood
Wheat,2092,193.50525248687805,Neighbourhood
Wheat,2093,193.54735115327068,Neighbourhood
Wheat,2094,199.24009336064125,Neighbourhood
Wheat,2095,203.3305548738603,Neighbourhood
Wheat,2096,207.22691003544904,Neighbourhood
Wheat,2097,210.48541721240417,Neighbourhood
Wheat,2098,209.54041412210967,Neighbourhood
Wheat,2099,208.91494196467443,Neighbourhood
Wheat,2100,213.0709472863724,Neighbourhood
Wheat,2101,216.0856442398424,Neighbourhood
Wheat,2013,43.67453561530168,National
Wheat,2014,45.7354300174921,National
Wheat,2015,44.23669108915491,National
Wheat,2016,46.984638829381446,National
Wheat,2017,46.82109844124391,National
Wheat,2018,51.44525314458439,National
Wheat,2019,52.68112598737701,National
Wheat,2020,51.656671800254614,National
Wheat,2021,52.62632653425383,National
Wheat,2022,55.33074401197539,National
Wheat,2023,61.021503332994186,National
Wheat,2024,59.51259838626402,National
Wheat,2025,59.766843036713475,National
Wheat,2026,63.26946242882798,National
Wheat,2027,65.77612676647313,National
Wheat,2028,69.35598562355203,National
Wheat,2029,70.20191677110998,National
Wheat,2030,70.33625257724881,National
Wheat,2031,68.03014616412277,National
Wheat,2032,72.39822734199727,National
Wheat,2033,75.12457485966692,National
Wheat,2034,77.51435139161461,National
Wheat,2035,80.1273183864871,National
Wheat,2036,78.80399020256928,National
Wheat,2037,83.77750299173186,National
Wheat,2038,83.76175944108854,National
Wheat,2039,84.60244985626755,National
Wheat,2040,88.1051714054174,National
Wheat,2041,90.23544589311732,National
Wheat,2042,91.97742246752378,National
Wheat,2043,90.79691776425008,National
Wheat,2044,90.72490384313843,National
Wheat,2045,95.14279622552743,National
Wheat,2046,95.29167154049925,National
Wheat,2047,95.67938799824825,National
Wheat,2048,97.22905384393653,National
Wheat,2049,99.74419615279386,National
Wheat,2050,100.53653028699586,National
Wheat,2051,99.19507733964532,National
Wheat,2052,102.30169282656468,National
Wheat,2053,102.9128528888414,National
Wheat,2054,105.27732586318051,National
Wheat,2055,107.44204424970948,National
Wheat,2056,106.61089205398736,National
Wheat,2057,105.87530979061634,National
Wheat,2058,106.44475314984524,National
Wheat,2059,107.1487707660028,National
Wheat,2060,109.8243735114363,National
Wheat,2061,112.09426997796943,National
Wheat,2062,112.29160457885389,National
Wheat,2063,109.20416367338723,National
Wheat,2064,109.82380387768339,National
Wheat,2065,111.49925007131007,National
Wheat,2066,111.12089446384418,National
Wheat,2067,110.20535693392286,National
Wheat,2068,110.94495544082471,National
Wheat,2069,111.80855784285498,National
Wheat,2070,111.93833430908926,National
Wheat,2071,112.51413606947311,National
Wheat,2072,114.5516542174269,National
Wheat,2073,115.19390398690874,National
Wheat,2074,115.25954681327677,National
Wheat,2075,115.39605118275374,National
Wheat,2076,115.00707175252477,National
Wheat,2077,111.47872397836817,National
Wheat,2078,110.91158454042534,National
Wheat,2079,113.55549930979632,National
Wheat,2080,113.79538834636223,National
Wheat,2081,117.71993999407132,National
Wheat,2082,119.76144611053951,National
Wheat,2083,120.99861002565571,National
Wheat,2084,124.12885343435116,National
Wheat,2085,122.58941229319791,National
Wheat,2086,123.49027153312096,National
Wheat,2087,125.32107201682865,National
Wheat,2088,125.38035869785115,National
Wheat,2089,127.86624616616695,National
Wheat,2090,130.57630077014096,National
Wheat,2091,130.17542637562127,National
Wheat,2092,131.6253698718242,National
Wheat,2093,133.98401651361405,National
Wheat,2094,133.9126010445065,National
Wheat,2095,134.65428842160503,National
Wheat,2096,139.36834346841118,National
Wheat,2097,143.86166460466927,National
Wheat,2098,144.9371235920827,National
Wheat,2099,148.45848841735796,National
Wheat,2100,148.94193279217103,National
Wheat,2101,150.40442899698544,National
Corn,2013,68.03288023510268,Property
Corn,2014,70.44830564085703,Property
Corn,2015,69.31858677070205,Property
Corn,2016,70.36758265109104,Property
Corn,2017,68.42508663636315,Property
Corn,2018,71.6935251715932,Property
Corn,2019,74.57196184976938,Property
Corn,2020,76.0097532971285,Property
Corn,2021,80.40220480110182,Property
Corn,2022,78.23243129032662,Property
Corn,2023,76.94876903536807,Property
Corn,2024,81.5859899194024,Property
Corn,2025,85.18611234630794,Property
Corn,2026,87.37538061646869,Property
Corn,2027,87.5988729792731,Property
Corn,2028,88.03354946162108,Property
Corn,2029,86.93342592767459,Property
Corn,2030,93.46440457889732,Property
Corn,2031,93.89813049995328,Property
Corn,2032,96.67043379272224,Property
Corn,2033,97.4877328823427,Property
Corn,2034,104.45631963220617,Property
Corn,2035,105.91602169237868,Property
Corn,2036,106.72466767696636,Property
Corn,2037,106.68766553627594,Property
Corn,2038,108.6255003453798,Property
Corn,2039,111.23571798181037,Property
Corn,2040,113.34153183851,Property
Corn,2041,111.04474408871896,Property
Corn,2042,112.45507743523929,Property
Corn,2043,110.1919602461036,Property
Corn,2044,110.71089603564265,Property
Corn,2045,113.23109358555814,Property
Corn,2046,113.66989158079966,Property
Corn,2047,117.0833823002936,Property
Corn,2048,117.12156244350932,Property
Corn,2049,117.89071028608736,Property
Corn,2050,118.68058092960396,Property
Corn,2051,121.85234626038371,Property
Corn,2052,123.5397277445353,Property
Corn,2053,126.1199848459885,Property
Corn,2054,127.36548338119414,Property
Corn,2055,128.51377081100284,Property
Corn,2056,127.05268706316168,Property
Corn,2057,131.7754846751857,Property
Corn,2058,137.74066919600608,Property
Corn,2059,140.74538055449116,Property
Corn,2060,140.73400723914992,Property
Corn,2061,141.11846386321855,Property
Corn,2062,143.13296106355034,Property
Corn,2063,144.7716359510632,Property
Corn,2064,142.83220064396653,Property
Corn,2065,143.55069049135903,Property
Corn,2066,148.65360310390005,Property
Corn,2067,151.90800170219893,Property
Corn,2068,151.46607015387326,Property
Corn,2069,152.5972951939396,Property
Corn,2070,149.49521599343777,Property
Corn,2071,154.10192503681932,Property
Corn,2072,155.00671681867726,Property
Corn,2073,153.5530920639402,Property
Corn,2074,155.7088603038519,Property
Corn,2075,154.56424662827635,Property
Corn,2076,155.74613694211024,Property
Corn,2077,156.65074162067498,Property
Corn,2078,158.4638817823132,Property
Corn,2079,157.93662105071883,Property
Corn,2080,158.78116120966996,Property
Corn,2081,158.90834545624375,Property
Corn,2082,162.79931407292383,Property
Corn,2083,163.35964472754762,Property
Corn,2084,165.18379581042527,Property
Corn,2085,167.0657652940746,Property
Corn,2086,169.37073525833722,Property
Corn,2087,172.67034370273655,Property
Corn,2088,173.8285076993838,Property
Corn,2089,176.86747637290495,Property
Corn,2090,176.70897544289556,Property
Corn,2091,180.79140827817866,Property
Corn,2092,184.91555496683287,Property
Corn,2093,187.08697434729288,Property
Corn,2094,185.1507967586763,Property
Corn,2095,181.51164302208366,Property
Corn,2096,183.31353063884092,Property
Corn,2097,186.99550465213025,Property
Corn,2098,187.5370722518614,Property
Corn,2099,187.15610618412495,Property
Corn,2100,190.13905057630257,Property
Corn,2101,192.80780596570986,Property
Corn,2013,57.13902871142662,Neighbourhood
Corn,2014,56.731810426512084,Neighbourhood
Corn,2015,56.92178688640613,Neighbourhood
Corn,2016,57.12214810994089,Neighbourhood
Corn,2017,58.6393608455172,Neighbourhood
Corn,2018,58.60159922140724,Neighbourhood
Corn,2019,58.70310300481901,Neighbourhood
Corn,2020,58.6223501005237,Neighbourhood
Corn,2021,58.422388609321466,Neighbourhood
Corn,2022,59.004071173200145,Neighbourhood
Corn,2023,59.21827483175403,Neighbourhood
Corn,2024,59.39430224535466,Neighbourhood
Corn,2025,60.72497139542932,Neighbourhood
Corn,2026,61.504738280082094,Neighbourhood
Corn,2027,61.569870009669515,Neighbourhood
Corn,2028,62.427435044431455,Neighbourhood
Corn,2029,62.708116521902745,Neighbourhood
Corn,2030,63.22761182911833,Neighbourhood
Corn,2031,63.64370750984605,Neighbourhood
Corn,2032,63.95843314717927,Neighbourhood
Corn,2033,64.07839988959498,Neighbourhood
Corn,2034,64.01358929835123,Neighbourhood
Corn,2035,64.8597896328362,Neighbourhood
Corn,2036,65.9424347469003,Neighbourhood
Corn,2037,65.67765680993733,Neighbourhood
Corn,2038,64.78507722587955,Neighbourhood
Corn,2039,64.36630102134997,Neighbourhood
Corn,2040,65.24188396085574,Neighbourhood
Corn,2041,64.65307730933787,Neighbourhood
Corn,2042,65.2378971115895,Neighbourhood
Corn,2043,65.63813057580572,Neighbourhood
Corn,2044,66.30987722875604,Neighbourhood
Corn,2045,67.06533844758316,Neighbourhood
Corn,2046,67.0822362601956,Neighbourhood
Corn,2047,67.53574958809635,Neighbourhood
Corn,2048,68.41918025374524,Neighbourhood
Corn,2049,68.59624920874415,Neighbourhood
Corn,2050,68.84569610321978,Neighbourhood
Corn,2051,69.17110793446017,Neighbourhood
Corn,2052,69.09770383929494,Neighbourhood
Corn,2053,69.78960346230289,Neighbourhood
Corn,2054,71.01306320889385,Neighbourhood
Corn,2055,70.96432225170147,Neighbourhood
