name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
8159 sideroad 30 ,2015-01-12,-2.7,-14.5,-5.9,-6.2,-23.3,-11.4,-7.9,85.7,2.308,100,41.67,snow,1.5,7.5,38.2,22,314,1026.2,68.8,9.7,38.6,3.3,2,,2015-01-12T07:53:17,2015-01-12T17:06:04,0.74,"Snow, Partially cloudy",Partly cloudy throughout the day with a chance of snow throughout the day.,snow,"71352099999,CZEL,71368099999,CWLS,71631099999,71833099999"
8159 sideroad 30 ,2015-01-13,-13,-22.3,-17.6,-18.6,-30.6,-24.2,-23.4,62.2,1.772,100,20.83,snow,0,7.3,32.9,15.9,54,1039.7,2,14.3,107.9,9.4,5,,2015-01-13T07:52:53,2015-01-13T17:07:14,0.75,Snow,Clear conditions throughout the day with snow.,snow,"71352099999,CZEL,71368099999,CWLS,71631099999,71833099999"
8159 sideroad 30 ,2015-01-14,-8.9,-20.9,-15.2,-10.6,-22.6,-17.3,-17.4,83.5,4.138,100,29.17,snow,0,7.3,20.2,12,287.6,1027.5,11.5,9.5,105.7,9.1,4,,2015-01-14T07:52:26,2015-01-14T17:08:26,0.81,Snow,Clear conditions throughout the day with snow.,snow,"71352099999,CZEL,71368099999,CWLS,71631099999,71833099999"
8159 sideroad 30 ,2015-01-15,-5,-16.6,-10.6,-12.5,-21.9,-16.7,-13,83.1,1.874,100,20.83,snow,0.5,7.4,44.4,30.4,228,1016.4,58,13,77.2,6.6,4,,2015-01-15T07:51:57,2015-01-15T17:09:38,0.84,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.,snow,"71352099999,CZEL,71368099999,71624099999,CWLS,71631099999,71833099999"
8159 sideroad 30 ,2015-01-16,-2.7,-18.5,-10.2,-9.7,-23.1,-16.9,-13.9,75.1,0.435,100,16.67,snow,0.6,8,47.7,31.5,309,1017.8,33.9,13,96.2,8.4,4,,2015-01-16T07:51:26,2015-01-16T17:10:52,0.87,"Snow, Partially cloudy",Clearing in the afternoon with snow clearing later.,snow,"71352099999,CZEL,71368099999,71624099999,CWLS,71631099999,71534099999,71263099999,71833099999"
8159 sideroad 30 ,2015-01-17,4,-20.4,-9.4,-1.4,-24.4,-14.3,-12.5,78.4,0.077,100,8.33,"rain,snow",0.3,8.4,45.3,32.7,152.4,1017.4,28,15.1,74.8,6.3,3,,2015-01-17T07:50:52,2015-01-17T17:12:06,0.91,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with morning rain or snow.,snow,"71352099999,CZEL,71368099999,71624099999,CWLS,71534099999,71631099999,71263099999,71833099999"
8159 sideroad 30 ,2015-01-18,4.4,-1.2,0.9,-0.6,-6.7,-4,-0.9,89.1,2.273,100,45.83,"rain,snow",1.3,8.6,46.7,29.7,234.3,1004.5,96.8,11.6,56.7,5.1,2,,2015-01-18T07:50:16,2015-01-18T17:13:22,0.94,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"71352099999,CZEL,71368099999,71624099999,CWLS,71631099999,71833099999"
8159 sideroad 30 ,2015-01-19,-1.6,-11.2,-5.5,-7.5,-15.9,-11.4,-8,83.1,0.993,100,16.67,snow,0,8.6,41,26.3,307.7,1013.2,92,14.1,72.8,6.1,3,,2015-01-19T07:49:38,2015-01-19T17:14:38,0.97,"Snow, Overcast",Cloudy skies throughout the day with snow.,snow,"71352099999,CZEL,71368099999,CWLS,71631099999,71833099999"
8159 sideroad 30 ,2015-01-20,-6.4,-17.2,-11.4,-6.4,-19.5,-13.7,-15.3,74.8,0.808,100,12.5,snow,0,6.3,22.7,9.1,353.4,1017,34.1,14.6,107.5,9.2,5,,2015-01-20T07:48:58,2015-01-20T17:15:55,0,"Snow, Partially cloudy",Clearing in the afternoon with snow.,snow,"71352099999,CZEL,71368099999,71624099999,CWLS,71631099999,71833099999"
8159 sideroad 30 ,2015-01-21,-5.5,-18.9,-10.8,-9.3,-23.8,-15.1,-13.6,80.2,0.912,100,20.83,snow,0,4.8,19.1,14.7,69.7,1020.1,34.9,14.6,93.3,8,4,,2015-01-21T07:48:15,2015-01-21T17:17:13,0.04,"Snow, Partially cloudy",Becoming cloudy in the afternoon with snow clearing later.,snow,"71352099999,CZEL,71368099999,71624099999,CWLS,71631099999,71833099999"
8159 sideroad 30 ,2015-01-22,-4.5,-9.8,-6.8,-7.9,-13.9,-10.5,-8.9,85.5,0.688,100,20.83,snow,3.2,6.6,33.1,19.9,273.1,1026.2,48,12.9,100.3,8.8,5,,2015-01-22T07:47:30,2015-01-22T17:18:31,0.07,"Snow, Partially cloudy",Partly cloudy throughout the day with morning snow.,snow,"71352099999,CZEL,71368099999,71624099999,CWLS,71631099999,71833099999"
8159 sideroad 30 ,2015-01-23,-2.5,-6,-4.8,-8.8,-13.1,-11.3,-7,84.4,0.56,100,8.33,snow,0,7.4,42.7,29.5,230,1019.3,43.5,13.2,107.8,9.2,5,,2015-01-23T07:46:43,2015-01-23T17:19:50,0.11,"Snow, Partially cloudy",Partly cloudy throughout the day with snow clearing later.,snow,"71352099999,CZEL,71368099999,CWLS,71631099999,71833099999"
8159 sideroad 30 ,2015-01-24,-1.1,-5.8,-3.6,-6.2,-12.2,-9.1,-4.5,93.5,0.803,100,16.67,"rain,snow",0,7.4,38.7,26.9,264.2,1002.1,96.3,6,46.1,4,2,,2015-01-24T07:45:54,2015-01-24T17:21:10,0.14,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"71352099999,CZEL,71368099999,CWLS,71631099999,71833099999"
8159 sideroad 30 ,2015-01-25,-3.4,-14.5,-11,-9.3,-22.9,-17.4,-15.4,70.8,1.053,100,25,snow,0.4,5.5,36,20.2,4,1012.4,33.4,14.3,114.5,9.8,5,,2015-01-25T07:45:03,2015-01-25T17:22:30,0.18,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.,snow,"71352099999,CZEL,71368099999,CWLS,71631099999,71833099999"
8159 sideroad 30 ,2015-01-26,-9.7,-15,-12.7,-17,-23.7,-20.4,-17.5,67.9,0.012,100,8.33,snow,0.2,4.7,32.8,21.9,61.7,1015.8,50.9,14.3,106,9.2,4,,2015-01-26T07:44:10,2015-01-26T17:23:50,0.25,"Snow, Partially cloudy",Partly cloudy throughout the day with snow clearing later.,snow,"71352099999,CZEL,71368099999,CWLS,71631099999,71833099999"
8159 sideroad 30 ,2015-01-27,-7.5,-13.6,-11.9,-13.1,-21.6,-17.8,-17.2,66.2,0.47,100,8.33,snow,0,4.7,27.7,17,16,1018.8,41,14.4,112.3,9.8,5,,2015-01-27T07:43:15,2015-01-27T17:25:11,0.25,"Snow, Partially cloudy",Partly cloudy throughout the day with snow clearing later.,snow,"71352099999,71297099999,CZEL,71368099999,71624099999,CWLS,71631099999,71833099999"
8159 sideroad 30 ,2015-01-28,-3.6,-15.3,-10.5,-3.6,-21.5,-13.9,-16.6,63.5,1.278,100,16.67,snow,0,4.7,29.2,12.3,324.5,1025.3,1.3,14.3,128.9,11.1,5,,2015-01-28T07:42:17,2015-01-28T17:26:32,0.28,Snow,Clear conditions throughout the day with snow.,snow,"71352099999,CZEL,71368099999,CWLS,71631099999,71833099999"
8159 sideroad 30 ,2015-01-29,-1.7,-8.7,-4.8,-2.9,-12.7,-9.6,-8.2,78,2.33,100,41.67,"rain,snow",0.3,4.9,43.9,28.8,176.9,1013.2,96.3,11.4,26.4,2.3,1,,2015-01-29T07:41:18,2015-01-29T17:27:54,0.32,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"71352099999,CZEL,71368099999,71624099999,CWLS,71631099999,71833099999"
8159 sideroad 30 ,2015-01-30,-3.3,-18.4,-12,-8.9,-25.3,-19.9,-15.2,77.8,0.721,100,16.67,snow,4.6,7.9,48.8,34.4,325.1,1023,36.3,14,118,10.2,5,,2015-01-30T07:40:17,2015-01-30T17:29:15,0.35,"Snow, Partially cloudy",Clearing in the afternoon with snow.,snow,"71352099999,CZEL,71368099999,CWLS,71631099999,71833099999"
8159 sideroad 30 ,2015-01-31,-4.6,-16.1,-9.5,-9.9,-17,-13.4,-11.9,82.8,0.581,100,16.67,snow,0,9.4,34.9,21.3,235.9,1024.8,78.4,13.3,110.7,9.5,5,,2015-01-31T07:39:14,2015-01-31T17:30:37,0.39,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.,snow,"71352099999,CZEL,71368099999,CWLS,71631099999,71833099999"
8159 sideroad 30 ,2015-02-01,-4.2,-14.8,-10.9,-9.1,-26.1,-18.8,-13.5,81.4,0.999,100,20.83,snow,3.5,8,46.6,32.2,48,1020.2,100,9.5,59.8,5.1,3,,2015-02-01T07:38:09,2015-02-01T17:32:00,0.42,"Snow, Overcast",Cloudy skies throughout the day with late afternoon snow.,snow,"71352099999,CZEL,71368099999,CWLS,71631099999,71833099999"
8159 sideroad 30 ,2015-02-02,-12.1,-19.6,-15.4,-18.2,-27.9,-24.1,-18.2,79.2,1.176,100,41.67,snow,4.4,10.6,48.6,37.4,10.4,1011.9,54.2,8,116.6,10,5,,2015-02-02T07:37:03,2015-02-02T17:33:22,0.46,"Snow, Partially cloudy",Clearing in the afternoon with snow.,snow,"71352099999,CZEL,71368099999,CWLS,71631099999,71833099999"
8159 sideroad 30 ,2015-02-03,-8,-19,-12.8,-13.5,-25.7,-19.3,-15.2,82,1.174,100,25,snow,0.6,10.5,43.9,28,237.1,1020.1,43.8,11.9,103.5,8.9,4,,2015-02-03T07:35:55,2015-02-03T17:34:44,0.5,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.,snow,"71352099999,CZEL,71368099999,CWLS,71631099999,71833099999"
8159 sideroad 30 ,2015-02-04,-3.8,-10.1,-6.4,-5,-17.5,-11.3,-8,88.8,2.525,100,54.17,snow,0.7,11.2,39.9,27.2,275.6,1015.4,96.8,6.7,69.7,6,3,,2015-02-04T07:34:45,2015-02-04T17:36:07,0.52,"Snow, Overcast",Cloudy skies throughout the day with a chance of snow throughout the day.,snow,"71352099999,CZEL,71368099999,CWLS,71631099999,71833099999"
8159 sideroad 30 ,2015-02-05,-11.1,-18.6,-15.1,-13.9,-25.8,-21.3,-18.9,73.2,1.498,100,16.67,snow,10.1,17.5,36.6,20.7,278.4,1024.6,10.7,12.2,136.2,11.8,5,,2015-02-05T07:33:33,2015-02-05T17:37:29,0.56,Snow,Clear conditions throughout the day with snow clearing later.,snow,"71352099999,CZEL,71368099999,CWLS,71631099999,71833099999"
8159 sideroad 30 ,2015-02-06,-6.8,-15.8,-10.2,-13,-24.6,-18.5,-12.8,81.4,1.087,100,25,snow,0.1,15.2,50.8,31,245.8,1018.7,80.9,12.7,81.1,6.9,3,,2015-02-06T07:32:20,2015-02-06T17:38:52,0.59,"Snow, Partially cloudy",Partly cloudy throughout the day with a chance of snow throughout the day.,snow,"71352099999,CZEL,71368099999,CWLS,71631099999,71833099999"
8159 sideroad 30 ,2015-02-07,-2.8,-6.8,-4.8,-3.9,-11.6,-8.1,-6.7,86.6,0.753,100,25,snow,0.2,11.4,32.8,18.2,149,1014.3,99.9,8.8,40.3,3.5,2,,2015-02-07T07:31:05,2015-02-07T17:40:14,0.62,"Snow, Overcast",Cloudy skies throughout the day with snow.,snow,"71352099999,CZEL,71368099999,CWLS,71631099999,71833099999"
8159 sideroad 30 ,2015-02-08,-6,-13.8,-10.5,-13.3,-22.8,-18.4,-11.7,90.6,0.009,100,4.17,snow,1.7,11.4,37.4,24.8,79.1,1011.1,100,7.8,31.7,2.6,1,,2015-02-08T07:29:48,2015-02-08T17:41:36,0.66,"Snow, Overcast",Cloudy skies throughout the day with morning snow.,snow,"71352099999,CZEL,71368099999,CWLS,71631099999,71833099999"
8159 sideroad 30 ,2015-02-09,-9,-14.5,-12.3,-13.8,-24.1,-18.4,-14.4,85,0.003,100,4.17,snow,0,10.8,35.6,23.7,39.3,1019.2,83.4,13.1,109.7,9.6,4,,2015-02-09T07:28:30,2015-02-09T17:42:59,0.69,"Snow, Partially cloudy",Partly cloudy throughout the day with morning snow.,snow,"71352099999,CZEL,71368099999,CWLS,71631099999,71833099999"
8159 sideroad 30 ,2015-02-10,-5.4,-12.8,-9.8,-5.9,-17.3,-13.2,-12.4,82.2,0.641,100,16.67,snow,0,10.5,23,10.7,32.9,1024.3,23.4,13.3,149.3,12.8,6,,2015-02-10T07:27:11,2015-02-10T17:44:21,0.72,"Snow, Partially cloudy",Clearing in the afternoon with snow.,snow,"71352099999,CZEL,71368099999,CWLS,71631099999,71833099999"
8159 sideroad 30 ,2015-02-11,-3.8,-11,-6.6,-8.6,-15.5,-12,-7.9,90.6,1.391,100,12.5,snow,10.3,16.8,37.1,20,205.6,1014.6,97.5,9.4,66.8,5.6,3,,2015-02-11T07:25:50,2015-02-11T17:45:43,0.75,"Snow, Overcast",Cloudy skies throughout the day with snow.,snow,"71352099999,CZEL,71368099999,CWLS,71631099999,71833099999"
8159 sideroad 30 ,2015-02-12,-5,-20.3,-14.6,-11.8,-31.1,-24.1,-18.3,73.6,2.05,100,25,snow,0.2,20.8,45.9,34.2,318.6,1016.6,41.4,13.3,149.9,13,6,,2015-02-12T07:24:27,2015-02-12T17:47:05,0.79,"Snow, Partially cloudy",Clearing in the afternoon with a chance of snow throughout the day.,snow,"71352099999,CZEL,71368099999,CWLS,71631099999,71833099999"
8159 sideroad 30 ,2015-02-13,-11.3,-27,-18.5,-15.9,-32.4,-24.5,-21.6,76.9,1.801,100,16.67,snow,2.1,21.3,38,21.9,230,1022,46.5,11.7,150.6,13.1,6,,2015-02-13T07:23:04,2015-02-13T17:48:26,0.82,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.,snow,"71352099999,CZEL,71368099999,CWLS,71631099999,71833099999"
8159 sideroad 30 ,2015-02-14,-8.6,-21.6,-13,-15.5,-34.6,-22.4,-15.8,79.6,0.679,100,41.67,snow,1.5,23.8,46.3,32.3,300.9,1006.2,76.1,8.2,131.9,11.3,6,,2015-02-14T07:21:39,2015-02-14T17:49:48,0.86,"Snow, Partially cloudy",Partly cloudy throughout the day with a chance of snow throughout the day.,snow,"71352099999,CZEL,71368099999,CWLS,71631099999,71833099999"
8159 sideroad 30 ,2015-02-15,-21.1,-27.3,-24.2,-32.3,-39.8,-36.2,-29.4,62.6,0.018,100,8.33,snow,0,23.9,47.7,31.5,332.7,1027.5,0,13.8,168.9,14.7,6,,2015-02-15T07:20:12,2015-02-15T17:51:09,0.89,Snow,Clear conditions throughout the day with snow.,snow,"71352099999,CZEL,71368099999,CWLS,71631099999,71833099999"
8159 sideroad 30 ,2015-02-16,-15,-29.8,-21.4,-16.5,-34.2,-24,-25.8,67.8,1.419,100,8.33,snow,0,15.6,30.6,10.1,287.2,1025.8,39.2,14.3,169.2,14.6,6,,2015-02-16T07:18:45,2015-02-16T17:52:30,0.92,"Snow, Partially cloudy",Becoming cloudy in the afternoon with morning snow.,snow,"71352099999,CZEL,71368099999,CWLS,71631099999,71833099999"
8159 sideroad 30 ,2015-02-17,-12.5,-20.7,-16,-14.5,-22.5,-19.6,-21.5,65.8,0.998,100,12.5,snow,0,10.5,31.7,18,221.4,1012.7,67.5,13.5,159.2,13.7,6,,2015-02-17T07:17:16,2015-02-17T17:53:51,0.96,"Snow, Partially cloudy",Partly cloudy throughout the day with snow clearing later.,snow,"71352099999,CZEL,71368099999,CWLS,71631099999,71833099999"
8159 sideroad 30 ,2015-02-18,-10.9,-18.6,-14,-10.9,-26,-17.3,-16.2,83.7,2.394,100,25,snow,0.2,10.6,31.3,15.7,313.5,1008.3,79.2,6.5,119.4,10.3,5,,2015-02-18T07:15:46,2015-02-18T17:55:12,0,"Snow, Partially cloudy",Partly cloudy throughout the day with a chance of snow throughout the day.,snow,"71352099999,CZEL,71368099999,CWLS,71631099999,71833099999"
8159 sideroad 30 ,2015-02-19,-19,-24.9,-21.4,-25.9,-34.3,-30.8,-24.9,74.3,2.2,100,20.83,snow,0.1,10.8,48.2,27.9,306.2,1018,10.8,12.5,168,14.7,6,,2015-02-19T07:14:15,2015-02-19T17:56:32,0.02,Snow,Clear conditions throughout the day with snow clearing later.,snow,"71352099999,CZEL,71368099999,CWLS,71631099999,71833099999"
8159 sideroad 30 ,2015-02-20,-18.1,-27.5,-22.6,-26.3,-36.2,-30.9,-27.2,67.1,1.016,100,8.33,snow,13,18.7,34.2,21.1,245.9,1026.2,1.7,14.3,178.9,15.5,7,,2015-02-20T07:12:43,2015-02-20T17:57:52,0.06,Snow,Clear conditions throughout the day with morning snow.,snow,"71352099999,CZEL,71368099999,CWLS,71631099999,71833099999"
8159 sideroad 30 ,2015-02-21,-8.7,-19,-13.7,-8.7,-24.7,-16,-16.1,82.2,1.364,100,33.33,snow,1.5,24.5,33.5,8.9,174,1017.9,87.1,5.3,73,6.3,2,,2015-02-21T07:11:10,2015-02-21T17:59:12,0.09,"Snow, Partially cloudy",Partly cloudy throughout the day with a chance of snow throughout the day.,snow,"71352099999,CZEL,71368099999,CWLS,71631099999,71833099999"
8159 sideroad 30 ,2015-02-22,-7.3,-18.4,-13.5,-10.1,-27,-17.4,-15.7,83.6,3.253,100,33.33,snow,0,24.6,38.9,25.6,308.1,1024,56.6,7.8,116.7,10,5,,2015-02-22T07:09:36,2015-02-22T18:00:31,0.13,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.,snow,"71352099999,CZEL,71368099999,CWLS,71631099999,71833099999"
8159 sideroad 30 ,2015-02-23,-18.5,-24.6,-21.5,-29.1,-33.2,-31.1,-25.5,70.9,1.422,100,25,snow,0,24.6,40.7,24.7,281,1032.7,15.8,13.7,180.3,15.7,7,,2015-02-23T07:08:01,2015-02-23T18:01:51,0.16,Snow,Clear conditions throughout the day with snow.,snow,"71352099999,CZEL,71368099999,CWLS,71631099999,71833099999"
8159 sideroad 30 ,2015-02-24,-11,-22.7,-15.5,-18.1,-31.7,-25.2,-18.5,77.6,1.003,100,16.67,snow,0.2,24.2,50,35.8,218.5,1011.9,55.4,9.8,152.3,13.1,6,,2015-02-24T07:06:25,2015-02-24T18:03:09,0.19,"Snow, Partially cloudy",Partly cloudy throughout the day with a chance of snow throughout the day.,snow,"71352099999,CZEL,71368099999,CWLS,71631099999,71833099999"
8159 sideroad 30 ,2015-02-25,-9.2,-19.2,-14.3,-16.4,-26.3,-22.1,-17.7,75.4,0.036,100,16.67,snow,0.1,23.7,44.2,29,292.6,1012.2,41.9,11.9,187.5,16.2,7,,2015-02-25T07:04:48,2015-02-25T18:04:28,0.25,"Snow, Partially cloudy",Partly cloudy throughout the day with snow clearing later.,snow,"71352099999,CZEL,71368099999,71624099999,CWLS,71631099999,71833099999"
8159 sideroad 30 ,2015-02-26,-12.7,-20.6,-16.7,-16.9,-26.7,-22,-21.5,67.8,3.005,100,20.83,snow,0,14.8,23.4,12.6,15.7,1021.5,68.6,14.3,139.2,12,5,,2015-02-26T07:03:10,2015-02-26T18:05:46,0.26,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.,snow,"71352099999,CZEL,71368099999,CWLS,71631099999,71833099999"
8159 sideroad 30 ,2015-02-27,-13.6,-25,-18.8,-19.4,-29.2,-24.4,-22,76.6,1.92,100,20.83,snow,1,10.3,34.9,22.8,268.5,1032.8,4.2,13.8,194.5,16.7,7,,2015-02-27T07:01:31,2015-02-27T18:07:04,0.3,Snow,Clear conditions throughout the day with snow.,snow,"71352099999,CZEL,71368099999,CWLS,71631099999,71833099999"
8159 sideroad 30 ,2015-02-28,-8.8,-21.3,-15.5,-15.5,-27,-19.1,-19.3,73.5,2.055,100,16.67,snow,13.2,18.6,33.8,20.7,241.5,1040,1.3,14.3,197.2,17,7,,2015-02-28T06:59:52,2015-02-28T18:08:22,0.33,Snow,Clear conditions throughout the day with snow.,snow,"71352099999,CZEL,71368099999,CWLS,71631099999,71833099999"
8159 sideroad 30 ,2015-03-01,-6.1,-18.2,-10.7,-6.2,-18.8,-13.3,-13.2,81.6,0.228,100,12.5,snow,0,15.3,27.7,12.5,265.3,1028.1,80.4,11.2,126.7,11.1,5,,2015-03-01T06:58:11,2015-03-01T18:09:40,0.36,"Snow, Partially cloudy",Partly cloudy throughout the day with early morning snow.,snow,"71352099999,CZEL,71368099999,CWLS,71631099999,71833099999"
8159 sideroad 30 ,2015-03-02,-6.5,-17.4,-9,-12.4,-17.4,-15.3,-12.1,79.3,1.876,100,25,snow,0.1,9.9,45.6,34.4,287.1,1026,54.2,11.4,153.7,13.5,5,,2015-03-02T06:56:30,2015-03-02T18:10:57,0.4,"Snow, Partially cloudy",Partly cloudy throughout the day with a chance of snow throughout the day.,snow,"71352099999,CZEL,71368099999,CWLS,71631099999,71833099999"
8159 sideroad 30 ,2015-03-03,-1,-20.1,-9.5,-7.2,-23.9,-14.2,-10.8,90.2,4.671,100,45.83,"rain,snow",1.6,7.5,41,29.1,172.4,1015.9,78.3,8,42.3,3.6,2,,2015-03-03T06:54:49,2015-03-03T18:12:14,0.43,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,snow,"71352099999,CZEL,71368099999,71624099999,CWLS,71631099999,71833099999"
8159 sideroad 30 ,2015-03-04,-1.6,-11.4,-4.5,-7.2,-21,-11.1,-7.7,78.4,0.009,100,4.17,snow,6.3,4.1,50.8,29.3,284,1011.4,84.4,14,121.4,10.5,4,,2015-03-04T06:53:06,2015-03-04T18:13:30,0.46,"Snow, Partially cloudy",Partly cloudy throughout the day with morning snow.,snow,"71352099999,71297099999,CZEL,71368099999,71624099999,CWLS,CXHM,71631099999,71833099999,CXTO"
8159 sideroad 30 ,2015-03-05,-13,-21.1,-16.6,-20.5,-26.9,-24.1,-20.8,70.8,0.64,100,12.5,snow,3.8,9.4,42.1,28.2,306.2,1027.9,4,14.3,190.4,15,7,,2015-03-05T06:51:24,2015-03-05T18:14:47,0.5,Snow,Clear conditions throughout the day with snow clearing later.,snow,"71352099999,CZEL,71368099999,CWLS,71631099999,71833099999"
8159 sideroad 30 ,2015-03-06,-7.6,-23.5,-14.8,-15.8,-26.6,-20.3,-18.3,75.6,1.333,100,20.83,snow,0,10,40.7,31,223.3,1029.1,6.1,13.9,198.8,17.1,7,,2015-03-06T06:49:40,2015-03-06T18:16:03,0.53,Snow,Clear conditions throughout the day with a chance of snow throughout the day.,snow,"71352099999,CZEL,71368099999,71624099999,CWLS,71631099999,71833099999"
